 Authoring Tool Accessibility Guidelines (ATAG) 2.0                                                    , 2009-05-21 , http://www.w3.org/TR/2009/WD-ATAG20-20090521/                            , WD               
 Authoring Tool Accessibility Guidelines (ATAG) 2.0                                                    , 2009-10-29 , http://www.w3.org/TR/2009/WD-ATAG20-20091029/                            , WD               
 Authoring Tool Accessibility Guidelines (ATAG) 2.0                                                    , 2010-07-08 , http://www.w3.org/TR/2010/WD-ATAG20-20100708/                            , LastCall         
 Authoring Tool Accessibility Guidelines (ATAG) 2.0                                                    , 2010-07-08 , http://www.w3.org/TR/2010/WD-ATAG20-20100708/                            , WD               
 Authoring Tool Accessibility Guidelines (ATAG) 2.0                                                    , 2011-04-26 , http://www.w3.org/TR/2011/WD-ATAG20-20110426/                            , WD               
 Authoring Tool Accessibility Guidelines (ATAG) 2.0                                                    , 2011-07-21 , http://www.w3.org/TR/2011/WD-ATAG20-20110721/                            , WD               
 Authoring Tool Accessibility Guidelines (ATAG) 2.0                                                           , 2012-04-10 , http://www.w3.org/TR/2012/WD-ATAG20-20120410/                                    , LastCall         
 Authoring Tool Accessibility Guidelines (ATAG) 2.0                                                           , 2012-04-10 , http://www.w3.org/TR/2012/WD-ATAG20-20120410/                                    , WD               
 Authoring Tool Accessibility Guidelines (ATAG) 2.0                                                           , 2013-09-10 , http://www.w3.org/TR/2013/WD-ATAG20-20130910/                                    , LastCall         
 Authoring Tool Accessibility Guidelines (ATAG) 2.0                                                           , 2013-09-10 , http://www.w3.org/TR/2013/WD-ATAG20-20130910/                                    , WD               
 Authoring Tool Accessibility Guidelines (ATAG) 2.0                                                           , 2013-11-07 , http://www.w3.org/TR/2013/CR-ATAG20-20131107/                                    , CR               
 Authoring Tool Accessibility Guidelines 2.0                                           , 2005-11-23 , http://www.w3.org/TR/2005/WD-ATAG20-20051123/                       , WD       
 Authoring Tool Accessibility Guidelines 2.0                                                 , 2003-03-14 , http://www.w3.org/TR/2003/WD-ATAG20-20030314/                          , WD         
 Authoring Tool Accessibility Guidelines 2.0                                                        , 2004-02-24 , http://www.w3.org/TR/2004/WD-ATAG20-20040224/               , WD       
 Authoring Tool Accessibility Guidelines 2.0                                                        , 2004-11-22 , http://www.w3.org/TR/2004/WD-ATAG20-20041122/                       , LastCall 
 Authoring Tool Accessibility Guidelines 2.0                                                        , 2004-11-22 , http://www.w3.org/TR/2004/WD-ATAG20-20041122/                       , WD       
 Authoring Tool Accessibility Guidelines 2.0                                                           , 2008-03-10 , http://www.w3.org/TR/2008/WD-ATAG20-20080310/                          , WD               
 Authoring Tool Accessibility Guidelines 2.0                                                           , 2008-11-24 , http://www.w3.org/TR/2008/WD-ATAG20-20081124/                          , WD               
 Authoring Tool Accessibility Guidelines 2.0                                                             , 2006-12-07 , http://www.w3.org/TR/2006/WD-ATAG20-20061207/                          , WD               
 Authorizing Read Access to XML Content Using the ?access-control? Processing Instruction 1.0 , 2006-05-17 , http://www.w3.org/TR/2006/WD-access-control-20060517/               , WD       
 Basic XML Schema Patterns for Databinding Version 1.0                                                 , 2008-03-28 , http://www.w3.org/TR/2008/WD-xmlschema-patterns-20080328/              , LastCall         
 Basic XML Schema Patterns for Databinding Version 1.0                                                 , 2008-03-28 , http://www.w3.org/TR/2008/WD-xmlschema-patterns-20080328/              , WD               
 Basic XML Schema Patterns for Databinding Version 1.0                                                 , 2009-05-05 , http://www.w3.org/TR/2009/NOTE-xmlschema-patterns-20090505/              , NOTE             
